Product Name,brand,Image URL,Price,mst,desc,hex,product_type,product,imgSrc,price
Kay Beauty Hd Liquid Concealer,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/1/f1e76a01261044_1.jpg",849.0,Medium,Beautiful kay beauty hd liquid concealer for a flawless finish,#18bb6c,Concealer,Kay Beauty Hd Liquid Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/1/f1e76a01261044_1.jpg",849.0
Colorbar Flawless Full Cover Concealer,Colorbar,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/9/8904052419129_1_1.png",895.0,Rich,Beautiful colorbar flawless full cover concealer for a flawless finish,#077c20,Concealer,Colorbar Flawless Full Cover Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/9/8904052419129_1_1.png",895.0
Nykaa SKINgenius Conceal and Correct Palette,Nykaa,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/0/f04d5108904245704186_1.jpg",1499.0,Deep,Beautiful nykaa skingenius conceal and correct palette for a flawless finish,#3b6956,Makeup,Nykaa SKINgenius Conceal and Correct Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/0/f04d5108904245704186_1.jpg",1499.0
Nykaa Matte To Last Full Coverage Liquid Concealer,Nykaa,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/1/117066eNYKAC00001730_1.jpg",649.0,Rich,Beautiful nykaa matte to last full coverage liquid concealer for a flawless finish,#55cb85,Concealer,Nykaa Matte To Last Full Coverage Liquid Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/1/117066eNYKAC00001730_1.jpg",649.0
Insight Cosmetics Pro Concealer Palette - Corrector,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923de8904207503161-new_1.jpg",240.0,Medium,Beautiful insight cosmetics pro concealer palette - corrector for a flawless finish,#eea7f9,Concealer,Insight Cosmetics Pro Concealer Palette - Corrector,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923de8904207503161-new_1.jpg",240.0
L.A Girl HD Pro Conceal,L.A Girl,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56NYLAGRL000033_1.jpg",795.0,Rich,Beautiful l.a girl hd pro conceal for a flawless finish,#57502d,Makeup,L.A Girl HD Pro Conceal,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a4bed56NYLAGRL000033_1.jpg",795.0
"Maybelline New York Fit Me Concealer, Oil-free Liquid Concealer for Oily and Dry Skin - Fair",Maybelline New York,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c6041554247725-newadd_1.jpg",599.0,Rich,"Beautiful maybelline new york fit me concealer, oil-free liquid concealer for oily and dry skin - fair for a flawless finish",#e5c3bc,Concealer,"Maybelline New York Fit Me Concealer, Oil-free Liquid Concealer for Oily and Dry Skin - Fair","https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c6041554247725-newadd_1.jpg",599.0
Kay Beauty HD Liquid Colour Corrector,Kay Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/4/04728d5KAYBE00000079_01.jpg",849.0,Deep,Beautiful kay beauty hd liquid colour corrector for a flawless finish,#f6d63b,Makeup,Kay Beauty HD Liquid Colour Corrector,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/4/04728d5KAYBE00000079_01.jpg",849.0
Daily Life Forever52 Complete Coverage Concealer,Daily Life Forever52,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/1/21a58883592496150033_1.jpg",599.0,Medium,Beautiful daily life forever52 complete coverage concealer for a flawless finish,#5f65ef,Concealer,Daily Life Forever52 Complete Coverage Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/1/21a58883592496150033_1.jpg",599.0
Insight Cosmetics Pro Concealer Palette - Concealer,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923de8904207501020-new_1.jpg",240.0,Light,Beautiful insight cosmetics pro concealer palette - concealer for a flawless finish,#e3c6a8,Concealer,Insight Cosmetics Pro Concealer Palette - Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923de8904207501020-new_1.jpg",240.0
NARS Mini Radiant Creamy Concealer,NARS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/0/e0b44ac607845058120.jpg",1400.0,Light,Beautiful nars mini radiant creamy concealer for a flawless finish,#74b052,Concealer,NARS Mini Radiant Creamy Concealer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/0/e0b44ac607845058120.jpg",1400.0
MARS Cover Rangers Concealer Palette,MARS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/6/e66913bMARSX00000452_1.jpg",599.0,Rich,Beautiful mars cover rangers concealer palette for a flawless finish,#d9f7e8,Concealer,MARS Cover Rangers Concealer Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/6/e66913bMARSX00000452_1.jpg",599.0
M.A.C Studio Conceal And Correct Palette,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fe19a2773602572489_01.jpg",5450.0,Medium,Beautiful m.a.c studio conceal and correct palette for a flawless finish,#042a98,Makeup,M.A.C Studio Conceal And Correct Palette,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/f/4fe19a2773602572489_01.jpg",5450.0
Faces Canada Makeup Fixer Setting Spray,Faces Canada,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/b/5ba2e4c8903380000399_1.jpg",540.0,Rich,Beautiful faces canada makeup fixer setting spray for a flawless finish,#813692,Makeup,Faces Canada Makeup Fixer Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/b/5ba2e4c8903380000399_1.jpg",540.0
M.A.C Prep + Prime Fix+ (Alcohol Free) Setting Spray - Original (Makeup Fixer) With Green Tea,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/6/56e1f1aMACXX00001723_1.jpg",2700.0,Light,Beautiful m.a.c prep + prime fix+ (alcohol free) setting spray - original (makeup fixer) with green tea for a flawless finish,#fa2b8b,Makeup,M.A.C Prep + Prime Fix+ (Alcohol Free) Setting Spray - Original (Makeup Fixer) With Green Tea,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/6/56e1f1aMACXX00001723_1.jpg",2700.0
Charlotte Tilbury Airbrush Flawless Setting Spray,Charlotte Tilbury,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542727532.jpg",3700.0,Deep,Beautiful charlotte tilbury airbrush flawless setting spray for a flawless finish,#10a258,Makeup,Charlotte Tilbury Airbrush Flawless Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542727532.jpg",3700.0
Urban Decay All Nighter Setting Spray,Urban Decay,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/5/95b1d6fURBAP00000046_1.jpg",1600.0,Medium,Beautiful urban decay all nighter setting spray for a flawless finish,#d5f5e7,Makeup,Urban Decay All Nighter Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/5/95b1d6fURBAP00000046_1.jpg",1600.0
Maybelline New York Fit Me Matte + Poreless Setting Spray Transfer-proof 24HR Oil-control Formula,Maybelline New York,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c60MAYBE00000315-newadd_1.jpg",629.0,Light,Beautiful maybelline new york fit me matte + poreless setting spray transfer-proof 24hr oil-control formula for a flawless finish,#a9a231,Makeup,Maybelline New York Fit Me Matte + Poreless Setting Spray Transfer-proof 24HR Oil-control Formula,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/3/a398c60MAYBE00000315-newadd_1.jpg",629.0
Lakme Vitamin C Superglow Skin Perfecting Makeup Fixer with 1 % Vit C,Lakme,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/e/ce2bddd29844_H-8901030699047.jpg",302.0,Deep,Beautiful lakme vitamin c superglow skin perfecting makeup fixer with 1 % vit c for a flawless finish,#e2d0de,Makeup,Lakme Vitamin C Superglow Skin Perfecting Makeup Fixer with 1 % Vit C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/e/ce2bddd29844_H-8901030699047.jpg",302.0
Swiss Beauty Long Lasting Professional Makeup Fixer Setting Spray With Vitamin E & Aloe Vera,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df3e0a5NYSWISSB00122_1.jpg",237.0,Medium,Beautiful swiss beauty long lasting professional makeup fixer setting spray with vitamin e & aloe vera for a flawless finish,#c7ccd6,Makeup,Swiss Beauty Long Lasting Professional Makeup Fixer Setting Spray With Vitamin E & Aloe Vera,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/f/df3e0a5NYSWISSB00122_1.jpg",237.0
Nykaa Matte to Last Long Lasting Setting Spray with Natural Extracts,Nykaa,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/6/96c9f3fNYKAC00002302_1N.jpg",559.0,Deep,Beautiful nykaa matte to last long lasting setting spray with natural extracts for a flawless finish,#be73d4,Makeup,Nykaa Matte to Last Long Lasting Setting Spray with Natural Extracts,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/6/96c9f3fNYKAC00002302_1N.jpg",559.0
MARS Seal the Deal Long-Lasting Makeup Fixer Spray,MARS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/c/0cffee80MARSX00000290_1.jpg",248.0,Medium,Beautiful mars seal the deal long-lasting makeup fixer spray for a flawless finish,#30e113,Makeup,MARS Seal the Deal Long-Lasting Makeup Fixer Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/c/0cffee80MARSX00000290_1.jpg",248.0
M.A.C Fix+ Original Setting Spray,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/e/7eb9098MACXX00000606_1.jpg",850.0,Medium,Beautiful m.a.c fix+ original setting spray for a flawless finish,#c46039,Makeup,M.A.C Fix+ Original Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/7/e/7eb9098MACXX00000606_1.jpg",850.0
PAC Micro Finish Makeup Fixer,PAC,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/23292eaNYPAC00001123-new1.jpg",,Light,Beautiful pac micro finish makeup fixer for a flawless finish,#e9f463,Makeup,PAC Micro Finish Makeup Fixer,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/23292eaNYPAC00001123-new1.jpg",
SUGAR Complete Makeup Kit - Medium,SUGAR,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/3/030901aSUGAR00000558_M.jpg",3853.0,Deep,Beautiful sugar complete makeup kit - medium for a flawless finish,#a9f2f8,Makeup,SUGAR Complete Makeup Kit - Medium,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/3/030901aSUGAR00000558_M.jpg",3853.0
Insight Cosmetics All Things Good Kit,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/d/0d7ef2eINSIG00000668_01n.jpg",2027.0,Rich,Beautiful insight cosmetics all things good kit for a flawless finish,#a78688,Makeup,Insight Cosmetics All Things Good Kit,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/0/d/0d7ef2eINSIG00000668_01n.jpg",2027.0
Insight Cosmetics Make Up Fixer Spray,Insight Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923deINSIG00000038-new_1.jpg",209.0,Deep,Beautiful insight cosmetics make up fixer spray for a flawless finish,#f5ac88,Makeup,Insight Cosmetics Make Up Fixer Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/1/8/18923deINSIG00000038-new_1.jpg",209.0
Makeup Revolution Fix & Glow Fixing Spray,Makeup Revolution,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/4/54a6d44MAKEU00000472_1.jpg",795.0,Deep,Beautiful makeup revolution fix & glow fixing spray for a flawless finish,#37d0fa,Makeup,Makeup Revolution Fix & Glow Fixing Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/4/54a6d44MAKEU00000472_1.jpg",795.0
Daily Life Forever52 Makeup Fixer Spray - Matte Finish,Daily Life Forever52,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/2/224ceb83592497561012_KMF001.png",1212.0,Deep,Beautiful daily life forever52 makeup fixer spray - matte finish for a flawless finish,#9fff37,Makeup,Daily Life Forever52 Makeup Fixer Spray - Matte Finish,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/2/224ceb83592497561012_KMF001.png",1212.0
M.A.C Fix+ Stay Over Alcohol-Free 16HR Setting Spray,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/7/f727990MACXX00000654_2301241.jpg",,Rich,Beautiful m.a.c fix+ stay over alcohol-free 16hr setting spray for a flawless finish,#a72dd1,Makeup,M.A.C Fix+ Stay Over Alcohol-Free 16HR Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/7/f727990MACXX00000654_2301241.jpg",
e.l.f. Cosmetics Power Grip Dewy Setting Spray,e.l.f. Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/b/eb4191d609332847590_1.png",1350.0,Medium,Beautiful e.l.f. cosmetics power grip dewy setting spray for a flawless finish,#bc685b,Makeup,e.l.f. Cosmetics Power Grip Dewy Setting Spray,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/e/b/eb4191d609332847590_1.png",1350.0
NYX Professional Makeup Up to 16 HR Makeup Setting Spray Dewy Finish,NYX Professional Makeup,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a48cdef800897813727-new_01.jpg",899.0,Light,Beautiful nyx professional makeup up to 16 hr makeup setting spray dewy finish for a flawless finish,#467860,Makeup,NYX Professional Makeup Up to 16 HR Makeup Setting Spray Dewy Finish,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/4/a48cdef800897813727-new_01.jpg",899.0
Swiss Beauty Glow and Fix Combo,Swiss Beauty,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9f915eSWIAC00001365_01.jpg",539.0,Medium,Beautiful swiss beauty glow and fix combo for a flawless finish,#2b0ea0,Makeup,Swiss Beauty Glow and Fix Combo,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/9/f9f915eSWIAC00001365_01.jpg",539.0
Yves Saint Laurent Loveshine Lipstick,Yves Saint Laurent,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/c/4ce21c43614274132700_1.jpg",4000.0,Rich,Beautiful yves saint laurent loveshine lipstick for a flawless finish,#aa0131,Lipstick,Yves Saint Laurent Loveshine Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/c/4ce21c43614274132700_1.jpg",4000.0
M.A.C MACximal Matte Lipstick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/4/c468f8f773602685189_1.jpg",2550.0,Light,Beautiful m.a.c macximal matte lipstick for a flawless finish,#cf8f12,Lipstick,M.A.C MACximal Matte Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/4/c468f8f773602685189_1.jpg",2550.0
Charlotte Tilbury Matte Revolution,Charlotte Tilbury,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542728485.jpg",3450.0,Light,Beautiful charlotte tilbury matte revolution for a flawless finish,#ea25f2,Makeup,Charlotte Tilbury Matte Revolution,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542728485.jpg",3450.0
M.A.C MACximal Matte Mini Lipstick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/0/502faf3773602703999_1.jpg",1650.0,Deep,Beautiful m.a.c macximal matte mini lipstick for a flawless finish,#f42902,Lipstick,M.A.C MACximal Matte Mini Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/5/0/502faf3773602703999_1.jpg",1650.0
PAT McGRATH LABS Mattetrance,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/2382592843004101669_0.jpg",3800.0,Rich,Beautiful pat mcgrath labs mattetrance for a flawless finish,#a647fd,Makeup,PAT McGRATH LABS Mattetrance,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/3/2382592843004101669_0.jpg",3800.0
Benefit Cosmetics Benetint Lip & Cheek Tint,Benefit Cosmetics,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/e/8e79020602004106681_1.jpg",2450.0,Medium,Beautiful benefit cosmetics benetint lip & cheek tint for a flawless finish,#ac61a9,Lipstick,Benefit Cosmetics Benetint Lip & Cheek Tint,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/8/e/8e79020602004106681_1.jpg",2450.0
M.A.C Retro Matte Liquid Lipcolour,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/8/f8af29a773602445233_rv__1.jpg",2800.0,Medium,Beautiful m.a.c retro matte liquid lipcolour for a flawless finish,#c02afe,Lipstick,M.A.C Retro Matte Liquid Lipcolour,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/8/f8af29a773602445233_rv__1.jpg",2800.0
Clinique Almost Lipstick In Black Honey (Lip Balm),Clinique,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/4/24bc7acCLINI00000216_1.jpg",2300.0,Rich,Beautiful clinique almost lipstick in black honey (lip balm) for a flawless finish,#5415c3,Lipstick,Clinique Almost Lipstick In Black Honey (Lip Balm),"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/4/24bc7acCLINI00000216_1.jpg",2300.0
PAT McGRATH LABS Satinallure Lipstick,PAT McGRATH LABS,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/7/97792c7843004110791_1.jpg",3300.0,Rich,Beautiful pat mcgrath labs satinallure lipstick for a flawless finish,#c1fb48,Lipstick,PAT McGRATH LABS Satinallure Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/7/97792c7843004110791_1.jpg",3300.0
M.A.C Powder Kiss Lipstick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/f/bf74db7773602431304_a0.jpg",2800.0,Light,Beautiful m.a.c powder kiss lipstick for a flawless finish,#bba1fa,Lipstick,M.A.C Powder Kiss Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/f/bf74db7773602431304_a0.jpg",2800.0
Smashbox Always on Brown Liquid Lipstick,Smashbox,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/b/4bb8800607710006249_1.jpg",2700.0,Medium,Beautiful smashbox always on brown liquid lipstick for a flawless finish,#317131,Lipstick,Smashbox Always on Brown Liquid Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/4/b/4bb8800607710006249_1.jpg",2700.0
M.A.C MACximal Satin Lipstick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/f/cfbdc41773602663651_1.jpg",2550.0,Deep,Beautiful m.a.c macximal satin lipstick for a flawless finish,#910d20,Lipstick,M.A.C MACximal Satin Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/f/cfbdc41773602663651_1.jpg",2550.0
M.A.C Powder Kiss Velvet Blur Slim Stick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/0/307b17aMACXX00000623_1.jpg",3100.0,Deep,Beautiful m.a.c powder kiss velvet blur slim stick for a flawless finish,#375964,Powder,M.A.C Powder Kiss Velvet Blur Slim Stick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/0/307b17aMACXX00000623_1.jpg",3100.0
Charlotte Tilbury K.I.S.S.I.N.G,Charlotte Tilbury,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542728492.jpg",3450.0,Rich,Beautiful charlotte tilbury k.i.s.s.i.n.g for a flawless finish,#195e30,Makeup,Charlotte Tilbury K.I.S.S.I.N.G,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/b/1/b13841c5060542728492.jpg",3450.0
Bobbi Brown Crushed Lip Color,Bobbi Brown,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951716170186238_2.jpg",2700.0,Deep,Beautiful bobbi brown crushed lip color for a flawless finish,#961ffe,Lipstick,Bobbi Brown Crushed Lip Color,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951716170186238_2.jpg",2700.0
M.A.C Powder Kiss Liquid Lipcolour,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/e/9ead29a773602567874_rv__1.jpg",3100.0,Rich,Beautiful m.a.c powder kiss liquid lipcolour for a flawless finish,#8cd397,Lipstick,M.A.C Powder Kiss Liquid Lipcolour,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/9/e/9ead29a773602567874_rv__1.jpg",3100.0
Bobbi Brown Luxe Lipstick,Bobbi Brown,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/e/ae810dbBOBBI00000394_4.jpg",4100.0,Rich,Beautiful bobbi brown luxe lipstick for a flawless finish,#9b67f7,Lipstick,Bobbi Brown Luxe Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/e/ae810dbBOBBI00000394_4.jpg",4100.0
Yves Saint Laurent Rouge Pur Couture,Yves Saint Laurent,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/a/ca10296YVESS00000164_1.jpg",4000.0,Medium,Beautiful yves saint laurent rouge pur couture for a flawless finish,#116108,Makeup,Yves Saint Laurent Rouge Pur Couture,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/a/ca10296YVESS00000164_1.jpg",4000.0
DIOR Addict Lipstick,DIOR,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/a/aa8d45fDIORX00000571_1.jpg",4500.0,Deep,Beautiful dior addict lipstick for a flawless finish,#4a52f1,Lipstick,DIOR Addict Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/a/a/aa8d45fDIORX00000571_1.jpg",4500.0
M.A.C Locked Kiss Lipstick,M.A.C,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/8/68b8f74MACXX00001316_1.jpg",3150.0,Deep,Beautiful m.a.c locked kiss lipstick for a flawless finish,#02f76f,Lipstick,M.A.C Locked Kiss Lipstick,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/6/8/68b8f74MACXX00001316_1.jpg",3150.0
Clinique Almost Lipstick In Black Honey (Lip Balm),Clinique,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/4/24bc7acCLINI00000216_1.jpg",2300.0,Rich,Beautiful clinique almost lipstick in black honey (lip balm) for a flawless finish,#9914de,Lipstick,Clinique Almost Lipstick In Black Honey (Lip Balm),"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/2/4/24bc7acCLINI00000216_1.jpg",2300.0
LANEIGE Lip Glowy Balm,LANEIGE,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/fa946f18809925137554_1.jpg",750.0,Light,Beautiful laneige lip glowy balm for a flawless finish,#a9d9a5,Lipstick,LANEIGE Lip Glowy Balm,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/f/a/fa946f18809925137554_1.jpg",750.0
DIOR Addict Lip Glow,DIOR,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/e/ce4c8bd3348901550666_1.jpg",4100.0,Rich,Beautiful dior addict lip glow for a flawless finish,#3df086,Lipstick,DIOR Addict Lip Glow,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/c/e/ce4c8bd3348901550666_1.jpg",4100.0
Bobbi Brown New Extra Lip Tint (Lip Balm),Bobbi Brown,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951BOBBI00000482_3.jpg",3350.0,Medium,Beautiful bobbi brown new extra lip tint (lip balm) for a flawless finish,#74df96,Lipstick,Bobbi Brown New Extra Lip Tint (Lip Balm),"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/d/1/d123951BOBBI00000482_3.jpg",3350.0
Lancome Lip Idole Butterglow Lip Balm,Lancome,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/0/306ba273614274169737_1.jpg",3500.0,Light,Beautiful lancome lip idole butterglow lip balm for a flawless finish,#8ee6a0,Lipstick,Lancome Lip Idole Butterglow Lip Balm,"https://images-static.nykaa.com/media/catalog/product/tr:w-220,h-220,cm-pad_resize/3/0/306ba273614274169737_1.jpg",3500.0
