,Unnamed: 0,id,gender,masterCategory,subCategory,Brand,baseColour,season,year,usage,Product Name,Image URL
1626,3316,22029,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Printed Green Kurta,http://assets.myntassets.com/v1/images/style/properties/8661a61128475f6d85469feba383b7cb_images.jpg
1627,3319,11039,Women,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Jealous 21 Women Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/326fd9684280b1125d00dd177fd22a78_images.jpg
1628,3320,11805,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Vishudh Women Cotton Silk Green Kurtas,http://assets.myntassets.com/v1/images/style/properties/e9f38aa61bfb37f80b4092b2873372b7_images.jpg
1629,3324,14779,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Arrow Men Stripes Green Shirts,http://assets.myntassets.com/v1/images/style/properties/71cd4d7feb5397e25f0a844916204406_images.jpg
1630,3330,16812,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/e1f6419ce6d8907212d578744561875c_images.jpg
1631,3331,19066,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,W Women Thread Work Pink Kurta,http://assets.myntassets.com/v1/images/style/properties/7e26b5a60b13f6a99df5e142122eea05_images.jpg
1632,3333,20128,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Checkerd Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/5d809bf83c18603a4774536550253077_images.jpg
1633,3336,8869,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/72dd63506779350b699dba8c9cb563c1_images.jpg
1634,3338,9187,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Style Essentials Spykar Basic Attire Series 0428 Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/ef39ff01e72b5cde4ebfae26fbbedcb5_images.jpg
1635,3343,14913,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Mr. Men Men Mr. Nonsense Purple Tshirts,http://assets.myntassets.com/v1/images/style/properties/947c1a4536681a2743b91dee2a8be156_images.jpg
1636,3346,13967,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Ed Hardy Men Printed Red Tshirts,http://assets.myntassets.com/v1/images/style/properties/d4e2bad17f33603bac054a9d56dc4ac4_images.jpg
1637,3348,46359,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/5fa6a12d5c88ae0a7cef561555d151c1_images.jpg
1638,3349,6990,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,s.Oliver Men's Mint Polo Grey Stripes Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/956fd222349ed93b022ed81712bde077_images.jpg
1639,3350,12089,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/c0c519b1032c7ae11a2a65b1c82e50db_images.jpg
1640,3352,19653,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Casual,United Colors of Benetton Women Printed Green Top,http://assets.myntassets.com/v1/images/style/properties/c6322d6e999824632ae30bcb214dc67f_images.jpg
1641,3357,23198,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Highlander Men Red Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/525cd9a73730ed9b99dde968360947fc_images.jpg
1642,3358,3288,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's I Like What I See Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/9bbd3bfaf552108c5bf434581610ca12_images.jpg
1643,3359,48495,Women,Apparel,Bottomwear,Trousers,Olive,Winter,2011.0,Casual,French Connection Women Olive Trousers,http://assets.myntassets.com/v1/images/style/properties/French-Connection-Men-Olive-Trousers_d76e5de2c4bdf773670a121bbd4be8d0_images.jpg
1644,3361,27538,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Scullers Men Check Red & Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/de709e455859f61c927089ce3131a82f_images.jpg
1645,3362,10188,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men   Blue & White Stripe Shirt,http://assets.myntassets.com/v1/images/style/properties/c4f27e2296a69e0c2589a78ca37a44ab_images.jpg
1646,3363,5943,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Locomotive Men Green Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/4a5e901885565a4873bd11f897a099de_images.jpg
1647,3364,4891,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Levis Kids Girl's Diaz Pink Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/975bfc4d93720f17271bbab4ce701401_images.jpg
1648,3367,44856,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Foundation Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/b613831491d856853c125f92fc10765d_images.jpg
1649,3371,3886,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's 1947 Light Weight Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/d591c5367a0b0a2e134d092233e2a441_images.jpg
1650,3372,19839,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt,http://assets.myntassets.com/v1/images/style/properties/e0e16cc909429e8a2e99d94d37eb9044_images.jpg
1651,3374,28742,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,W Women Printed Dark Brown Top,http://assets.myntassets.com/v1/image/style/properties/28742/W-Women-Printed-Dark-Brown-Top_1_ae2d10844601aa2ed22a3d5a7762353f.jpg
1652,3375,49775,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Alma Women Maroon Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/b83f1c2b239b6ba19bea7dca6f6427ab_images.jpg
1653,3376,8452,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Jealous 21 Women Jealous Rain Blue Top Blue Tops,http://assets.myntassets.com/v1/images/style/properties/484bebf56b9c8c5b52f4059b8976d14b_images.jpg
1654,3378,2168,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Probase Men Check Brown Shirt,http://assets.myntassets.com/v1/images/style/properties/d73c0c31fe1de6419f67bc0c49b86d95_images.jpg
1655,3379,18311,Men,Apparel,Topwear,Sweaters,Green,Summer,2011.0,Casual,Wills Lifestyle Men Striped Green Sweater,http://assets.myntassets.com/v1/images/style/properties/b0ac8dc147af59f12341700e56329109_images.jpg
1656,3381,56769,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Horsefly Men Navy Blue & Red Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/Horsefly-Men-Navy-Blue-Striped-Shirt_7865dfd74c20cf086ffbd4cff60ac875_images.jpg
1657,3382,4059,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Myntra Men's I Am Tired Of Working Sky Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/627f2326497ee02e19c5112a034b601e_images.jpg
1658,3388,3872,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's Poster Print Slub Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/4df73038a53eb554fbd269ba38acff86_images.jpg
1659,3390,39092,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/9323b200c5b4e84b14a41d1bd34fc9c0_images.jpg
1660,3391,37934,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Mineral Women Purple Top,http://assets.myntassets.com/v1/images/style/properties/1d55630904e97e224fdb47b8ee554351_images.jpg
1661,3392,6158,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Quill Indigo Mood T-shirt,http://assets.myntassets.com/v1/images/style/properties/1f16cfb97f0318e6659f4eb4685af9fd_images.jpg
1662,3394,26248,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/7cf8abfb497d049fa54399f571aa83a2_images.jpg
1663,3398,1973,Men,Apparel,Topwear,Tshirts,Brown,Fall,2010.0,Casual,Quechua Mens Brown T-shirt,http://assets.myntassets.com/v1/images/style/properties/175addabefe34dfe09f25798078cdaed_images.jpg
1664,3402,34322,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Red Meltdown T-shirt,http://assets.myntassets.com/v1/images/style/properties/d3ea66259350c18c67d6b1cd46a9f1df_images.jpg
1665,3405,43270,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurta,http://assets.myntassets.com/v1/images/style/properties/ec27a877a113506800ef420ac76e55d1_images.jpg
1666,3408,57442,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Angry Birds Women Pink T-shirt,http://assets.myntassets.com/v1/images/style/properties/Angry-Birds-Women-Pink-T-shirt_5731a3dad2a796f1c43b500376224803_images.jpg
1667,3411,36475,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aurelia Women Dobby Purple Kurta,http://assets.myntassets.com/v1/images/style/properties/66d8475cb1e1a7d96b71752127c4e826_images.jpg
1668,3412,24382,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Folklore Women Maroon Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/71f8b4039cec71c41cf43adc5c198f61_images.jpg
1669,3415,14517,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & Light Brown Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/a3604573229545e9683973b2e379d37f_images.jpg
1670,3416,4092,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Classic Polo Men's Purple With Orange White T-shirt,http://assets.myntassets.com/v1/images/style/properties/739f297c7a61193f607909f0a736466b_images.jpg
1671,3417,51587,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Molly Jeans,http://assets.myntassets.com/v1/images/style/properties/2f94b8f244160fa6dc46eefac8d41d87_images.jpg
1672,3420,31462,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,Nike Men Advantage Geometric Blue Jersey,http://assets.myntassets.com/v1/images/style/properties/9d274de5adb1b502b05c9d2b96d6d454_images.jpg
1673,3422,13732,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts,http://assets.myntassets.com/v1/images/style/properties/bfa071c2123f4d3962bad07819ee6c49_images.jpg
1674,3423,11401,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts,http://assets.myntassets.com/v1/images/style/properties/d234b4b837d435cac2a20ecbac8958d1_images.jpg
1675,3424,57214,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Shorts,http://assets.myntassets.com/v1/images/style/properties/Kraus-Jeans-Women-Blue-Shorts_75298f0076e2333852dae655534cc4c1_images.jpg
1676,3426,20346,Women,Apparel,Topwear,Sweaters,Pink,Fall,2011.0,Casual,Scullers For Her Women Solid Pink Sweater,http://assets.myntassets.com/v1/images/style/properties/9835a772ae5924970c0706190b764b7b_images.jpg
1677,3431,12284,Men,Apparel,Topwear,Shirts,Maroon,Winter,2011.0,Casual,Genesis Maroon Casual Shirt,http://assets.myntassets.com/v1/images/style/properties/d0334482f04bdbfad235032d29412823_images.jpg
1678,3433,8835,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,Scullers Men Scul Green Trousers,http://assets.myntassets.com/v1/images/style/properties/6d41fb2d7e5dbb65e804853811144c3d_images.jpg
1679,3436,43614,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Vero Moda Women Pink Tunic,http://assets.myntassets.com/v1/images/style/properties/f6fc07f0e75bcd132eb344a6db217cb3_images.jpg
1680,3437,31234,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/2278401f1e07cc105d6555bf065da11b_images.jpg
1681,3438,26283,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail,http://assets.myntassets.com/v1/images/style/properties/87d0f4a030ecc445b71616d86e905f1f_images.jpg
1682,3442,52554,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Pepe Jeans Women Blue Jeans,http://assets.myntassets.com/v1/images/style/properties/51c7d40b98be2db096db2062a8949e72_images.jpg
1683,3444,20174,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Dark Green Check Shirt,http://assets.myntassets.com/v1/images/style/properties/5bc601c23d16a57945a5e72e3692b0ae_images.jpg
1684,3445,5716,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Basics Men Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/1af7ab0a8a2642548c05b74d9e1ce249_images.jpg
1685,3446,41385,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Green Candy Shirt,http://assets.myntassets.com/v1/images/style/properties/837e38930c1577e38d3fa12cdd22ba85_images.jpg
1686,3447,45725,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Folklore Women Blue Kurta,http://assets.myntassets.com/v1/images/style/properties/1eea44ddbf460ed80f533434d9ab1651_images.jpg
1687,3449,47072,Women,Apparel,Bottomwear,Patiala,Navy Blue,Fall,2012.0,Ethnic,Shree Women Navy Blue Printed Patiala,http://assets.myntassets.com/v1/images/style/properties/e299189763dac9a4f8da7ffd48e01cc6_images.jpg
1688,3451,7287,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,DC Comics Men's Flash Flock Logo Dark Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/bb49380df2eff2a6e76452314d630cb2_images.jpg
1689,3453,26879,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Jealous 21 Women Printed Blue Top,http://assets.myntassets.com/v1/images/style/properties/30a5e774f373764e3e1a0f693164a77c_images.jpg
1690,3454,26045,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/a372b0e7c068b78c4e147dbfe66ee0fa_images.jpg
1691,3455,29831,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Basics Men Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/3070a33125cf6780d988d912e926eafc_images.jpg
1692,3458,30312,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Myntra Men Viva Las Vegas Red T-shirt,http://assets.myntassets.com/v1/images/style/properties/7a2b3bfc1f017af00ba7bb53b174e740_images.jpg
1693,3461,12042,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirts,http://assets.myntassets.com/v1/images/style/properties/3c0a90b311338a802c282133077ae2ab_images.jpg
1694,3462,26277,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/557b43ac871ab4da6161642f3a7e387e_images.jpg
1695,3464,40065,Men,Apparel,Topwear,Tshirts,Orange,Summer,2010.0,Sports,ADIDAS Men Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/fb6a801d9ab8a0a7be158cc54b55bb7f_images.jpg
1696,3466,24520,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Mother Earth Women Orange  Kurta,http://assets.myntassets.com/v1/images/style/properties/67ac2d187f73327f547d594099c9ede0_images.jpg
1697,3468,20180,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Rodeo Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/0b0437ab7d86e04f179232be7d7a2930_images.jpg
1698,3469,18920,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Levis Men Work Western Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/5b581d472a2791dd450a9358b59b4332_images.jpg
1699,3471,17154,Men,Apparel,Topwear,Jackets,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Navy Blue Jacket,http://assets.myntassets.com/v1/images/style/properties/c19a9896823693ccb6ee59a4f7a98c5e_images.jpg
1700,3472,3071,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Women's Shlokas Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/21666f6892fc3a7a496abf7c8c6214a5_images.jpg
1701,3473,8499,Women,Apparel,Bottomwear,Skirts,Pink,Fall,2011.0,Casual,Forever New Women Blossom  Pink Printed Skirt,http://assets.myntassets.com/v1/images/style/properties/7f24b849f4b3af3dc3f055f501325e15_images.jpg
1702,3474,30776,Men,Apparel,Topwear,Kurtis,Maroon,Summer,2012.0,Ethnic,Fabindia Men Maroon Ajrak Printed Kurti,http://assets.myntassets.com/v1/images/style/properties/d5bb0026fabec54771c191a90b68243a_images.jpg
1703,3476,24144,Men,Apparel,Topwear,Tshirts,Blue,Spring,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,http://assets.myntassets.com/v1/images/style/properties/87fb836532c796647750f60463c58883_images.jpg
1704,3479,5988,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,Locomotive Men Pink Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/98ada450a2efc6bb5ff782f6ccf62417_images.jpg
1705,3480,24376,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,Folklore Women Brown  Kurta,http://assets.myntassets.com/v1/images/style/properties/c873c0a010da3c5fb2ed3f0649dd5e2d_images.jpg
1706,3481,40633,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Span Women Purple Kurta,http://assets.myntassets.com/v1/images/style/properties/e510b91e3dc8b3e7b8fc08fae09a2b13_images.jpg
1707,3482,11091,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Red Check Shirt,http://assets.myntassets.com/v1/images/style/properties/a1435f1298cf0bccd44864c7f38b70e8_images.jpg
1708,3483,37761,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Check Green Shirt,http://assets.myntassets.com/v1/images/style/properties/0aa55c3786d6ed686fa0f40fe1e2e7bb_images.jpg
1709,3484,44293,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue Check Shirt,http://assets.myntassets.com/v1/images/style/properties/358fed56bd5043b7798db7e22b1ed826_images.jpg
1710,3485,35036,Women,Apparel,Bottomwear,Churidar,Magenta,Summer,2012.0,Ethnic,Fabindia Women Magenta Churidar,http://assets.myntassets.com/v1/images/style/properties/21b3399e59ee3894e061daffbbad9ec5_images.jpg
1711,3486,22081,Women,Apparel,Topwear,Kurtas,Sea Green,Fall,2011.0,Ethnic,Vishudh Women Sea Green Floral Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/d7ca66da47678aa1f4577648e81e2025_images.jpg
1712,3489,42164,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Status Quo Men Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/227028d00545ad4b8baa86ca94c503f6_images.jpg
1713,3490,9779,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Cress 3spespt Navy Blue Track Pants,http://assets.myntassets.com/v1/images/style/properties/97ce6e53a16650dc4c5788996c410b96_images.jpg
1714,3493,30118,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Printed Navy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/eb792c39123caaa1eb13d230cabee220_images.jpg
1715,3494,42538,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Mother Earth Women Maroon Kurta,http://assets.myntassets.com/v1/images/style/properties/3308d096cc2642ec6d96f96da9079615_images.jpg
1716,3495,14983,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Formal,Arrow Men Stripes Maroon Slim Fit Shirt,http://assets.myntassets.com/v1/images/style/properties/502794d10584604e154651770fd42e08_images.jpg
1717,3496,37933,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Mineral Women Pink Top,http://assets.myntassets.com/v1/images/style/properties/3b8f405a0b489396899b2d183c9d21ed_images.jpg
1718,3497,24518,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Mother Earth Women Purple Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/d6b63e4419e1ef1d090e158040c8f4fc_images.jpg
1719,3501,6963,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,s.Oliver Men's All You Need Purple T-shirt,http://assets.myntassets.com/v1/images/style/properties/558708b510c21eeb68fee3859dc4fd70_images.jpg
1720,3508,26419,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Turtle Men Check Green Shirt,http://assets.myntassets.com/v1/images/style/properties/f25c038bb910d482042f9829f8e18284_images.jpg
1721,3509,18316,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Wills Lifestyle Men Check Green Shirt,http://assets.myntassets.com/v1/images/style/properties/17bee56e9b5d9e2c32e93f6d5464a882_images.jpg
1722,3510,23957,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Provogue Men Blue Shirt,http://assets.myntassets.com/v1/images/style/properties/41cb70a2b6c0e5c388fdffed68b35f63_images.jpg
1723,3511,4862,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men Chelsea Home Blue Jersey,http://assets.myntassets.com/v1/images/style/properties/d873add1731fbf563013cf8577142edd_images.jpg
1724,3513,44851,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red Ferrari T-shirt,http://assets.myntassets.com/v1/images/style/properties/7cabff5abf85129e80954159117af8a3_images.jpg
1725,3515,45983,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Tokyo Talkies Women Blue Printed Top,http://assets.myntassets.com/v1/images/style/properties/324db698995a05fcd76cd1d66660db65_images.jpg
1726,3517,4298,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Budwiser Aqua Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/4d74a896773b4f37a4bd696ec4e571bf_images.jpg
1727,3518,3881,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Wrangler Men's Wrangler Flag Navy T-shirt,http://assets.myntassets.com/v1/images/style/properties/045438341b477f476a64eb52e3288ec7_images.jpg
1728,3519,28745,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia Women Printed Orange Kurta,http://assets.myntassets.com/v1/images/style/properties/5d90fe681ea41eb5d267bad69c930866_images.jpg
1729,3522,8455,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Ran Pink Top Pink Tops,http://assets.myntassets.com/v1/images/style/properties/cfc1e180c14f41416f629161f8bdbe69_images.jpg
1730,3526,34914,Women,Apparel,Topwear,Dupatta,Olive,Summer,2012.0,Ethnic,Fabindia Printed Olive Dupatta,http://assets.myntassets.com/v1/images/style/properties/72d4f040e7a8dbff749699b769b31c9d_images.jpg
1731,3528,30588,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Nike Men Club Pique Polo Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/3aefb726a33560110e882c9f8804a8e7_images.jpg
1732,3530,5178,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Rolling Stone Men's The Rolling Stones Navy T-shirt,http://assets.myntassets.com/v1/images/style/properties/454dfb9dc3be9b2bebe02f2791a5adf5_images.jpg
1733,3532,11439,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Navy Blue Top,http://assets.myntassets.com/v1/images/style/properties/437ae47b52db0dceff7ae83f2a21b946_images.jpg
1734,3533,41349,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Wrangler Men Blue Skanders Jeans,http://assets.myntassets.com/v1/images/style/properties/2c8d17bf0260587c131c46adbdcffa27_images.jpg
1735,3534,15099,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Mother Earth Women Printed Green Kurtas,http://assets.myntassets.com/v1/images/style/properties/8e06a91af5b4d96e80ad3d10886ff56c_images.jpg
1736,3535,36815,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Olive Vishudh Kurta,http://assets.myntassets.com/v1/images/style/properties/db3b40cdd931552d6eec14359cfbfc7d_images.jpg
1737,3537,27369,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Tantra Men Hippy Blue T-shirt,http://assets.myntassets.com/v1/images/style/properties/fa4af3136f021f5df4b3690e692b60fe_images.jpg
1738,3539,19466,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Quiksilver Men Red Check Shirt,http://assets.myntassets.com/v1/images/style/properties/a3d46d9e97c357a55caa64c29b69c226_images.jpg
1739,3540,40634,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Red Kurta,http://assets.myntassets.com/v1/images/style/properties/4abb89600b06e11786dc05e7c8b5802a_images.jpg
1740,3541,24371,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Folklore Women Maroon Printed Kurta,http://assets.myntassets.com/v1/images/style/properties/88ce25354889a12108665f2f185ec00e_images.jpg
1741,3542,11096,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Scullers Women Stripes Purple Sweaters,http://assets.myntassets.com/v1/images/style/properties/0d2383d43c1665279363af841c724275_images.jpg
1742,3544,37766,Men,Apparel,Topwear,Shirts,Orange,Summer,2012.0,Casual,John Players Men Check Orange Shirt,http://assets.myntassets.com/v1/images/style/properties/59d2dc610e8356ee83aaadf683fc5076_images.jpg
1743,3548,23968,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Casual T-shirt,http://assets.myntassets.com/v1/images/style/properties/ced6f0d6b601028af4ec02a0f172d286_images.jpg
1744,3549,48459,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,French Connection Men Blue Striped Shorts,http://assets.myntassets.com/v1/images/style/properties/ad30870eba1a718634b2387dfa711e70_images.jpg
1745,3551,6504,Men,Apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,ADIDAS Men Wind Sky Blue Jacket,http://assets.myntassets.com/v1/images/style/properties/3fc9fad9fa2fe9614169fb179c75968a_images.jpg
1746,3552,18927,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Levi's Men Flock Print Purple Tshirt,http://assets.myntassets.com/v1/images/style/properties/06dd92b140e21dde52f09f53d8b54975_images.jpg
